,Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,participation_count_before_award
3952,Juan Curuchet,M,Argentina,ARG,2008,Beijing,Cycling,Cycling Men's Madison,Gold,182
3957,Carlos Delfino,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,183
3958,ngel Hernndez,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,184
3964,Carlos Lorenzo,M,Argentina,ARG,2008,Beijing,Sailing,Sailing Mixed Multihull,Bronze,185
3965,Federico Fazio,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,186
3970,Fernando Gago,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,187
3971,Ezequiel Gonzlez,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,188
3973,Agustina Garca,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,189
3976,Emanuel Maccari,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,190
3980,Mariana Gulla,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,191
3981,Romn Gonzlez,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,192
3983,Alejandra Gulla,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,193
3985,Juan Llanas,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,194
3986,Leonardo Gutirrez,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,195
3988,Mara Margalot,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,196
3990,Guillermo Kammerichs,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,197
3991,Giselle Kaevsky,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,198
3993,Santiago Roberti,M,Argentina,ARG,2008,Beijing,Sailing,Sailing Mixed Multihull,Bronze,199
3996,Ezequiel Lavezzi,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,200
4000,Rosario Luchetti,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,201
4004,Mara Margalot,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,202
4006,Javier Mascherano,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,203
4012,Lionel Cuccittini,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,204
4015,Fabin Monzn,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,205
4017,Andrs Roux,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,206
4018,Fabricio Oberto,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,207
4021,Nicols Pareja,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,208
4022,Paula Pareto,F,Argentina,ARG,2008,Beijing,Judo,Judo Women's Extra-Lightweight,Bronze,209
4026,Walter Prez,M,Argentina,ARG,2008,Beijing,Cycling,Cycling Men's Madison,Gold,210
4028,Antonio Pernigotti,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,211
4031,Pablo Prigioni,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,212
4033,Alfredo Quinteros,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,213
4034,Carla Rebecchi,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,214
4036,Juan Riquelme,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,215
4037,Sergio Romero,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,216
4039,Mariana Rossi,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,217
4040,Marin Russo,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,218
4042,Luis Balvoa,M,Argentina,ARG,2008,Beijing,Basketball,Basketball Men's Basketball,Bronze,219
4044,Jos Sosa,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,220
4045,Mara Succi,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,221
4047,scar Ustari,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,222
4049,Paola Vukojicic,F,Argentina,ARG,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze,223
4050,Pablo Girod,M,Argentina,ARG,2008,Beijing,Football,Football Men's Football,Gold,224
4055,Luciana Aymar,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,225
4057,Mara Barrionuevo,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,226
4067,Lucas Calabrese,M,Argentina,ARG,2012,London,Sailing,Sailing Men's Two Person Dinghy,Bronze,227
4078,Martina Cavallero,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,228
4085,Sebastian Crismanich,M,Argentina,ARG,2012,London,Taekwondo,Taekwondo Men's Welterweight,Gold,229
4087,Mara D'elia,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,230
4089,Juan Fuente,M,Argentina,ARG,2012,London,Sailing,Sailing Men's Two Person Dinghy,Bronze,231
4090,Juan Potro,M,Argentina,ARG,2012,London,Tennis,Tennis Men's Singles,Bronze,232
4105,Florencia Habif,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,233
4120,Rosario Luchetti,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,234
4121,Sofa Maccari,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,235
4127,Delfina Merino,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,236
4134,Mara Mutio,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,237
4160,Carla Rebecchi,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,238
4165,Ana Prez,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,239
4171,Roco Moccia,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,240
4173,Mariela Scarone,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,241
4183,Daniela Sruoga,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,242
4184,Mara Sruoga,F,Argentina,ARG,2012,London,Hockey,Hockey Women's Hockey,Silver,243
4221,Manuel Brunet,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,244
4230,Facundo Callioni,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,245
4236,Cecilia Saroli,F,Argentina,ARG,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Gold,246
4257,Juan Potro,M,Argentina,ARG,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,Silver,247
4282,Juan Gilardi,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,248
4301,Isidoro Ibarra,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,249
4302,Pedro Ibarra,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,250
4310,Santiago Roberti,M,Argentina,ARG,2016,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Gold,251
4319,Juan Lpez,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,252
4327,Luca Masso,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,253
4329,Agustn Mazzilli,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,254
4333,Joaqun Menini,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,255
4346,Ignacio Ortz,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,256
4351,Matas Paredes,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,257
4352,Paula Pareto,F,Argentina,ARG,2016,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Gold,258
4356,Gonzalo Peillat,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,259
4373,Lucas Rey,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,260
4374,Matas Rey,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,261
4380,Lucas Rossi,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,262
4387,Juan Saladino,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,263
4421,Lucas Vila,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,264
4422,Juan Vivaldi,M,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold,265
4429,Agustina Albertarrio,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,266
4431,Agostina Alonso,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,267
4433,Santiago Alvarez,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,268
4443,Noel Barrionuevo,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,269
4444,Lautaro Bazan,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,270
4467,Lucio Cinti,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,271
4469,Facundo Conte,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,272
4471,Isabel Costa,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,273
4473,Santiago Danani,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,274
4474,de Luciano,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,275
4478,del Felipe,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,276
4486,Rodrigo Etchart,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,277
4490,Emilia Forcherio,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,278
4501,Luciano Gonzalez,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,279
4502,Agustina Gorzelany,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,280
4503,Jose Granatto,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,281
4504,Victoria Granatto,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,282
4514,Rodrigo Isgro,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,283
4515,Julieta Jankunas,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,284
4524,Bruno Lima,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,285
4526,Agustin Loser,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,286
4529,Sofia Maccari,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,287
4536,Santiago Mare,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,288
4543,Nicolas Mendez,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,289
4544,Ignacio Mendy,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,290
4546,Delfina Merino,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,291
4548,Marcos Moneta,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,292
4559,Matias Osadczuk,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,293
4560,Ezequiel Palacios,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,294
4564,Federico Pereyra,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,295
4574,Cristian Poglajen,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,296
4577,Martin Ramos,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,297
4578,Valentina Raposo,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,298
4579,Micaela Retegui,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,299
4580,Gaston Revol,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,300
4593,Matias Sanchez,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,301
4594,Rocio Sanchez,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,302
4596,Victoria Sauze,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,303
4597,German Schulz,M,Argentina,ARG,2020,Tokyo,Rugby Sevens,Men Team,Bronze,304
4611,Sebastian Sole,M,Argentina,ARG,2020,Tokyo,Volleyball,Men Team,Bronze,305
4612,Belen Succi,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,306
4616,Sofia Toccalino,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,307
4620,Maria Trinchinetti,F,Argentina,ARG,2020,Tokyo,Hockey,Women Team,Silver,308
4651,Eugenia Bosco,F,Argentina,ARG,2024,Paris,Sailing,Mixed Multihull,Silver,309
4653,Mateo Majdalani,M,Argentina,ARG,2024,Paris,Sailing,Mixed Multihull,Silver,310
4656,Agustina Albertarrio,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,311
4657,Agostina Alonso,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,312
4658,Maria Campoy,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,313
4659,Sofia Cairo,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,314
4660,Lara Casas,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,315
4661,Juana Castellaro,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,316
4662,Cristina Cosentino,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,317
4663,Agustina Gorzelany,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,318
4664,Maria Granatto,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,319
4665,Julieta Jankunas,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,320
4666,Valentina Raposo,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,321
4667,Rocio Sanchez,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,322
4668,Victoria Sauze,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,323
4669,Sofia Toccalino,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,324
4670,Eugenia Trinchinetti,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,325
4748,Zoe Diaz,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,326
4768,Jose Torres,M,Argentina,ARG,2024,Paris,Cycling BMX Freestyle,Men's Park,Gold,327
4815,Gordon Balfour,M,Argonaut Rowing Club,CAN,1908,London,Rowing,Rowing Men's Coxless Fours,Bronze,0
4816,Becher Gale,M,Argonaut Rowing Club,CAN,1908,London,Rowing,Rowing Men's Coxless Fours,Bronze,1
4817,Norway Jackes,M,Argonaut Rowing Club,CAN,1908,London,Rowing,Rowing Men's Coxless Pairs,Bronze,2
4818,Charles Riddy,M,Argonaut Rowing Club,CAN,1908,London,Rowing,Rowing Men's Coxless Fours,Bronze,3
4819,Geoffrey Taylor,M,Argonaut Rowing Club,CAN,1908,London,Rowing,Rowing Men's Coxless Fours,Bronze,4
4820,Frederick Toms,M,Argonaut Rowing Club,CAN,1908,London,Rowing,Rowing Men's Coxless Pairs,Bronze,5
4852,Armen Mkrtchyan,M,Armenia,ARM,1996,Atlanta,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver,0
4854,Armen Nazaryan,M,Armenia,ARM,1996,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,1
4883,Arsen Melikyan,M,Armenia,ARM,2000,Sydney,Weightlifting,Weightlifting Men's Middleweight,Bronze,2
4914,Roman Amoyan,M,Armenia,ARM,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,3
4919,Gevorg Davtyan,M,Armenia,ARM,2008,Beijing,Weightlifting,Weightlifting Men's Middleweight,Bronze,4
4926,Hrachik Javakhyan,M,Armenia,ARM,2008,Beijing,Boxing,Boxing Men's Lightweight,Bronze,5
4933,Tigran Martirosyan,M,Armenia,ARM,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,Bronze,6
4934,Tigran Martirosyan,M,Armenia,ARM,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,7
4937,Yury Patrikeyev,M,Armenia,ARM,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze,8
4939,Artur Aleksanyan,M,Armenia,ARM,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,9
4956,Arsen Julfalakyan,M,Armenia,ARM,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,10
4958,Hripsime Khurshudyan,F,Armenia,ARM,2012,London,Weightlifting,Weightlifting Women's Super-Heavyweight,Bronze,11
4972,Artur Aleksanyan,M,Armenia,ARM,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,12
4974,Migran Arutyunyan,M,Armenia,ARM,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,13
4995,Simon Martirosyan,M,Armenia,ARM,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,Silver,14
4997,Gor Minasyan,M,Armenia,ARM,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,15
5005,Artur Aleksanyan,M,Armenia,ARM,2020,Tokyo,Wrestling,Men's Greco-Roman 97kg,Silver,16
5007,Hovhannes Bachkov,M,Armenia,ARM,2020,Tokyo,Boxing,Men's Light (57-63kg),Bronze,17
5013,Artur Davtyan,M,Armenia,ARM,2020,Tokyo,Artistic Gymnastics,Men's Vault,Bronze,18
5018,Simon Martirosyan,M,Armenia,ARM,2020,Tokyo,Weightlifting,Men's 109kg,Silver,19
5023,Artur Aleksanyan,M,Armenia,ARM,2024,Paris,Wrestling,Men's Greco-Roman 97kg,Silver,20
5024,Malkhas Amoyan,M,Armenia,ARM,2024,Paris,Wrestling,Men's Greco-Roman 77kg,Bronze,21
5031,Varazdat Lalayan,M,Armenia,ARM,2024,Paris,Weightlifting,Men's +102kg,Silver,22
5037,Artur Davtyan,M,Armenia,ARM,2024,Paris,Artistic Gymnastics,Men's Vault,Silver,23
5094,Georg Naue,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed Open,Silver,0
5096,Georg Naue,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold,1
5097,Heinrich Peters,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed Open,Silver,2
5099,Heinrich Peters,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold,3
5100,Ottokar Weise,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed Open,Silver,4
5101,Ottokar Weise,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold,5
5102,Paul Wiesner,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed Open,Silver,6
5104,Paul Wiesner,M,Aschenbrodel,GER,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold,7
5108,John Mulcahy,M,Atalanta Boat Club-1,USA,1904,St. Louis,Rowing,Rowing Men's Double Sculls,Gold,0
5109,William Varley,M,Atalanta Boat Club-1,USA,1904,St. Louis,Rowing,Rowing Men's Double Sculls,Gold,1
5110,John Mulcahy,M,Atalanta Boat Club-2,USA,1904,St. Louis,Rowing,Rowing Men's Coxless Pairs,Silver,0
5111,William Varley,M,Atalanta Boat Club-2,USA,1904,St. Louis,Rowing,Rowing Men's Coxless Pairs,Silver,1
5123,Halvor (olsen-),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,0
5124,Rasmus (olsen-),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,1
5125,Lauritz Christiansen,M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,2
5126,Halvor (-kolbeinsvik),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,3
5127,Henrik (austevold-),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,4
5128,Jan (austevold-),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,5
5129,Kristian (austevold-),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,6
5130,Ole (austevold-),M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,7
5131,Hans Stoermann-nss,M,Atlanta,NOR,1920,Antwerpen,Sailing,Sailing Mixed 12 metres,Gold,8
5138,Reginald Baker,M,Australasia,ANZ,1908,London,Boxing,Boxing Men's Middleweight,Silver,0
5140,John Barnett,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,1
5142,Francis Beaurepaire,M,Australasia,ANZ,1908,London,Swimming,Swimming Men's 400 metres Freestyle,Silver,2
5143,Francis Beaurepaire,M,Australasia,ANZ,1908,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,3
5147,Phillip Carmichael,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,4
5148,Daniel Carroll,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,5
5151,Robert Craig,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,6
5152,Thomas Griffin,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,7
5153,John Hickey,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,8
5158,Henry Kerr,M,Australasia,ANZ,1908,London,Athletics,"Athletics Men's 3,500 metres Walk",Bronze,9
5163,Malcolm Mcarthur,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,10
5164,Arthur Mccabe,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,11
5165,Patrick Mccue,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,12
5166,Christopher Mckivat,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,13
5167,Charles Mcmurtrie,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,14
5168,Sydney Middleton,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,15
5171,Thomas Richards,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,16
5174,Charles Russell,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,17
5175,Francis Smith,M,Australasia,ANZ,1908,London,Rugby,Rugby Men's Rugby,Gold,18
5185,Leslie Boardman,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,19
5188,Malcolm Champion,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,20
5189,Sarah (-gately),F,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Gold,21
5191,Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 400 metres Freestyle,Bronze,22
5192,Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,23
5193,Harold Hardwick,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,24
5194,Cecil Healy,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,Silver,25
5196,Cecil Healy,M,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,26
5211,Anthony Wilding,M,Australasia,ANZ,1912,Stockholm,Tennis,"Tennis Men's Singles, Covered Courts",Bronze,27
5212,Wilhelmina Wylie,F,Australasia,ANZ,1912,Stockholm,Swimming,Swimming Women's 100 metres Freestyle,Silver,28
5214,Edwin Flack,M,Australia,AUS,1896,Athina,Athletics,Athletics Men's 800 metres,Gold,0
5215,Edwin Flack,M,Australia,AUS,1896,Athina,Athletics,"Athletics Men's 1,500 metres",Gold,1
5217,Frederick Lane,M,Australia,AUS,1900,Paris,Swimming,Swimming Men's 200 metres Freestyle,Gold,2
5218,Frederick Lane,M,Australia,AUS,1900,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,Gold,3
5219,Stanley Rowley,M,Australia,AUS,1900,Paris,Athletics,Athletics Men's 60 metres,Bronze,4
5220,Stanley Rowley,M,Australia,AUS,1900,Paris,Athletics,Athletics Men's 100 metres,Bronze,5
5221,Stanley Rowley,M,Australia,AUS,1900,Paris,Athletics,Athletics Men's 200 metres,Bronze,6
5222,Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's 220 yard Freestyle,Silver,7
5223,Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's 440 yard Freestyle,Silver,8
5224,Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's 880 yard Freestyle,Silver,9
5225,Francis Gailey,M,Australia,AUS,1904,St. Louis,Swimming,Swimming Men's One Mile Freestyle,Bronze,10
5228,Nigel Barker,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's 100 metres,Bronze,11
5229,Nigel Barker,M,Australia,AUS,1906,Athina,Athletics,Athletics Men's 400 metres,Bronze,12
5233,Cecil Healy,M,Australia,AUS,1906,Athina,Swimming,Swimming Men's 100 metres Freestyle,Bronze,13
5239,Francis Beaurepaire,M,Australia,AUS,1920,Antwerpen,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,14
